id,userid,courseid,component,action,objectid,timecreated,_week
6501,501,9,mod_assign,submit,5,1709148667,4
6502,501,8,mod_book,attempt,106,1709483747,4
6503,501,10,mod_bigbluebuttonbn,view,144,1709349116,4
6504,501,7,mod_lesson,view,93,1709305949,4
6505,501,7,mod_page,view,101,1709328099,4
6506,501,14,mod_assign,submit,15,1709137495,4
6507,528,7,mod_resource,view,92,1709188350,4
6508,528,13,mod_lesson,view,195,1709214629,4
6509,528,9,mod_lesson,view,130,1709004871,4
6510,528,3,mod_book,view,36,1709084580,4
6511,528,15,mod_book,view,221,1709371265,4
6512,528,2,mod_assign,submit,9,1709479930,4
6513,528,3,mod_bigbluebuttonbn,view,34,1709172100,4
6514,528,3,mod_url,view,38,1709084115,4
6515,531,2,mod_url,attempt,27,1709318974,4
6516,554,9,mod_resource,view,128,1709443979,4
6517,554,2,mod_book,view,19,1709551031,4
6518,572,15,mod_assign,submit,8,1709113611,4
6519,572,11,mod_assign,submit,6,1709348516,4
6520,572,14,mod_book,view,203,1709245036,4
6521,572,2,mod_lesson,view,17,1709397849,4
6522,572,13,mod_assign,submit,7,1709429806,4
6523,591,6,mod_resource,view,86,1709384262,4
6524,591,7,mod_url,view,104,1709093078,4
6525,591,12,mod_url,view,179,1709452343,4
6526,591,11,mod_page,view,162,1709287963,4
6527,591,5,mod_resource,view,61,1709255134,4
6528,591,11,mod_url,view,154,1709271119,4
6529,599,11,mod_url,view,154,1709403599,4
6530,599,11,mod_resource,view,155,1708995091,4
6531,599,12,mod_url,view,179,1709465570,4
6532,603,2,mod_book,view,19,1709072301,4
6533,612,9,mod_assign,submit,5,1709492671,4
6534,612,12,mod_folder,attempt,169,1709102905,4
6535,612,3,mod_bigbluebuttonbn,view,34,1709438276,4
6536,612,1,mod_url,view,14,1709253629,4
6537,612,5,mod_bigbluebuttonbn,view,69,1709444595,4
6538,612,12,mod_url,view,168,1708998438,4
6539,612,4,mod_book,view,50,1709337873,4
6540,617,4,mod_lesson,view,53,1709115663,4
6541,617,6,mod_bigbluebuttonbn,view,82,1709408167,4
6542,617,10,mod_resource,view,139,1709114677,4
6543,617,11,mod_url,view,154,1709021259,4
6544,617,13,mod_resource,view,184,1709210260,4
6545,617,3,mod_url,view,38,1709074129,4
6546,617,9,mod_lesson,view,130,1709402865,4
6547,617,1,mod_folder,view,6,1709287408,4
6548,617,11,mod_assign,submit,6,1709441236,4
6549,617,7,mod_page,view,101,1709463129,4
6550,617,6,mod_book,view,77,1709085846,4
6551,631,11,mod_page,view,161,1709511100,4
6552,631,15,mod_url,view,214,1709132166,4
6553,631,5,mod_bigbluebuttonbn,view,69,1709533537,4
6554,631,5,mod_bigbluebuttonbn,attempt,74,1709337402,4
6555,631,11,mod_resource,view,155,1709245359,4
6556,631,14,mod_resource,view,200,1709016259,4
6557,631,6,mod_book,view,90,1709581789,4
6558,631,7,mod_assign,submit,4,1709139285,4
6559,631,2,mod_resource,view,20,1709473665,4
6560,631,15,mod_lesson,attempt,213,1709022616,4
6561,631,15,mod_assign,submit,8,1709024970,4
6562,631,9,mod_book,view,132,1709547945,4
6563,631,11,mod_bigbluebuttonbn,view,158,1709476203,4
6564,631,12,mod_bigbluebuttonbn,view,172,1709245257,4
6565,631,5,mod_resource,view,68,1709348358,4
6566,631,12,mod_folder,view,175,1709373542,4
6567,634,14,mod_assign,submit,15,1709103779,4
6568,634,7,mod_assign,submit,4,1709056609,4
6569,634,7,mod_assign,submit,4,1709100381,4
6570,634,11,mod_resource,view,155,1709258586,4
6571,634,7,mod_assign,submit,4,1709510613,4
6572,634,13,mod_page,view,194,1709268554,4
6573,634,9,mod_book,attempt,134,1709175436,4
6574,634,1,mod_resource,view,10,1709326499,4
6575,634,12,mod_url,attempt,168,1709127457,4
6576,646,4,mod_lesson,view,53,1709472374,4
6577,646,2,mod_book,view,19,1709537459,4
6578,646,8,mod_resource,view,113,1709447468,4
6579,646,1,mod_lesson,view,11,1709368109,4
6580,646,2,mod_assign,submit,9,1709094222,4
6581,646,11,mod_resource,view,165,1709010887,4
6582,646,1,mod_lesson,view,8,1709110156,4
6583,646,11,mod_url,view,154,1709520458,4
6584,652,15,mod_resource,view,211,1709391417,4
6585,652,4,mod_book,view,50,1709527138,4
6586,652,4,mod_assign,submit,10,1709219205,4
6587,652,8,mod_assign,submit,12,1709367939,4
6588,652,11,mod_page,view,161,1709323489,4
6589,652,15,mod_lesson,view,224,1709427092,4
6590,652,10,mod_assign,submit,13,1709320097,4
6591,652,13,mod_url,view,187,1709208154,4
6592,652,1,mod_lesson,view,11,1709413781,4
6593,655,12,mod_url,view,179,1709365483,4
6594,655,6,mod_book,view,79,1709179040,4
6595,655,12,mod_folder,view,169,1709291883,4
6596,655,12,mod_resource,view,166,1709263278,4
6597,661,8,mod_assign,submit,12,1709487704,4
6598,661,7,mod_url,view,104,1709467921,4
6599,661,5,mod_assign,submit,3,1709486749,4
6600,661,6,mod_assign,submit,11,1709475032,4
6601,661,10,mod_assign,submit,13,1709465563,4
6602,661,6,mod_resource,view,86,1709015119,4
6603,661,7,mod_url,view,104,1709170156,4
6604,661,11,mod_assign,submit,6,1708988890,4
6605,661,9,mod_book,attempt,132,1709034518,4
6606,672,11,mod_resource,view,156,1709261308,4
6607,672,12,mod_folder,view,169,1709548248,4
6608,675,9,mod_book,view,132,1709462210,4
6609,675,7,mod_folder,view,105,1709295333,4
6610,675,14,mod_book,view,203,1709423199,4
6611,675,10,mod_assign,submit,13,1709420861,4
6612,675,7,mod_assign,submit,4,1709371420,4
6613,675,10,mod_page,attempt,137,1709564664,4
6614,675,1,mod_bigbluebuttonbn,attempt,13,1709166104,4
6615,675,8,mod_resource,view,113,1709148958,4
6616,675,14,mod_assign,submit,15,1709467344,4
6617,675,7,mod_assign,submit,4,1709594262,4
6618,675,11,mod_resource,attempt,156,1709522108,4
6619,675,10,mod_lesson,view,148,1709559054,4
6620,675,6,mod_page,view,81,1709166284,4
6621,675,1,mod_bigbluebuttonbn,attempt,13,1709188747,4
6622,675,1,mod_assign,submit,1,1709201889,4
6623,675,2,mod_bigbluebuttonbn,view,29,1709110989,4
6624,675,11,mod_assign,submit,6,1709291762,4
6625,704,8,mod_bigbluebuttonbn,view,119,1709148239,4
6626,704,10,mod_url,view,140,1709438994,4
6627,704,5,mod_resource,view,68,1709059166,4
6628,704,7,mod_url,view,99,1709433355,4
6629,714,14,mod_url,view,209,1709185333,4
6630,714,7,mod_resource,view,102,1709013184,4
6631,714,4,mod_page,view,54,1709291275,4
6632,749,15,mod_resource,view,211,1709210906,4
6633,749,9,mod_lesson,view,130,1709234748,4
6634,749,8,mod_bigbluebuttonbn,view,119,1709462832,4
6635,749,3,mod_bigbluebuttonbn,view,34,1709112656,4
6636,749,4,mod_page,view,57,1709311370,4
6637,749,12,mod_bigbluebuttonbn,view,172,1709456927,4
6638,749,4,mod_assign,submit,10,1709524988,4
6639,749,15,mod_folder,view,220,1709249404,4
6640,749,3,mod_book,view,44,1709251063,4
6641,749,3,mod_url,view,38,1709203722,4
6642,749,2,mod_assign,submit,9,1708970203,4
6643,749,1,mod_bigbluebuttonbn,attempt,13,1709207203,4
6644,749,2,mod_resource,view,25,1709438378,4
6645,749,5,mod_resource,view,61,1709464369,4
6646,749,2,mod_url,view,30,1709045350,4
6647,750,2,mod_book,view,22,1709381297,4
6648,750,6,mod_book,view,89,1709374134,4
6649,750,7,mod_folder,attempt,96,1709353220,4
6650,750,12,mod_url,view,179,1709204579,4
6651,750,9,mod_page,view,123,1709225839,4
6652,750,12,mod_url,view,168,1709358455,4
6653,750,9,mod_page,view,123,1709454602,4
6654,750,3,mod_bigbluebuttonbn,view,34,1709223647,4
6655,750,13,mod_page,view,194,1709513703,4
6656,750,8,mod_book,view,106,1709288378,4
6657,750,6,mod_book,view,90,1709233060,4
6658,750,10,mod_bigbluebuttonbn,view,144,1709145553,4
6659,750,4,mod_resource,view,56,1709445846,4
6660,750,12,mod_url,view,179,1709171429,4
6661,750,4,mod_page,view,54,1709045730,4
6662,774,5,mod_bigbluebuttonbn,view,65,1709049327,4
6663,774,10,mod_url,view,141,1709495041,4
6664,774,12,mod_url,view,179,1709245156,4
6665,774,2,mod_url,attempt,27,1709545196,4
6666,774,15,mod_resource,view,211,1709144253,4
6667,774,1,mod_resource,view,10,1709187372,4
6668,774,5,mod_bigbluebuttonbn,view,74,1709398241,4
6669,774,4,mod_lesson,view,53,1709385118,4
6670,774,12,mod_url,view,170,1709155808,4
6671,774,9,mod_book,view,127,1709355859,4
6672,774,15,mod_assign,submit,8,1709492312,4
6673,774,8,mod_bigbluebuttonbn,view,119,1709135723,4
6674,774,12,mod_book,view,180,1709358346,4
6675,774,4,mod_lesson,view,53,1709111200,4
6676,774,9,mod_lesson,view,130,1709135532,4
6677,774,10,mod_url,view,146,1709290089,4
6678,785,1,mod_assign,submit,1,1709289303,4
6679,785,1,mod_url,view,15,1709576622,4
6680,785,8,mod_lesson,view,114,1709412648,4
6681,785,13,mod_lesson,view,195,1709552292,4
6682,785,3,mod_assign,submit,2,1709432981,4
6683,785,2,mod_book,view,22,1709257027,4
6684,785,15,mod_url,attempt,214,1709512170,4
6685,789,14,mod_lesson,view,204,1709492487,4
6686,789,12,mod_book,view,180,1709504065,4
6687,789,10,mod_assign,submit,13,1709200348,4
6688,789,2,mod_resource,view,25,1709281988,4
6689,789,13,mod_assign,submit,7,1709003811,4
6690,789,15,mod_assign,submit,8,1709133407,4
6691,789,5,mod_url,view,70,1708988025,4
6692,789,6,mod_book,view,79,1709204267,4
6693,789,8,mod_folder,view,107,1709068323,4
6694,789,13,mod_assign,submit,7,1709019841,4
6695,789,11,mod_bigbluebuttonbn,view,158,1709081079,4
6696,789,4,mod_page,view,60,1708991275,4
6697,789,1,mod_assign,submit,1,1709119923,4
6698,789,1,mod_lesson,view,11,1709350321,4
6699,789,15,mod_lesson,view,213,1709141622,4
6700,810,10,mod_page,view,137,1709138417,4
6701,810,7,mod_url,view,95,1709416877,4
6702,810,5,mod_bigbluebuttonbn,view,65,1709321210,4
6703,810,10,mod_url,view,146,1709316414,4
6704,810,10,mod_bigbluebuttonbn,view,145,1708995599,4
6705,810,9,mod_book,view,132,1709515458,4
6706,813,11,mod_resource,view,155,1709446033,4
6707,813,10,mod_folder,attempt,138,1709090757,4
6708,813,5,mod_bigbluebuttonbn,view,74,1708958901,4
6709,813,3,mod_url,view,41,1709106859,4
6710,813,10,mod_resource,view,139,1709007482,4
6711,813,13,mod_assign,submit,7,1709193698,4
6712,824,13,mod_resource,view,184,1708995995,4
6713,824,13,mod_assign,submit,7,1709429256,4
6714,824,14,mod_page,view,207,1709462819,4
6715,824,6,mod_bigbluebuttonbn,view,82,1709360261,4
6716,824,6,mod_book,view,90,1709220526,4
6717,824,2,mod_assign,submit,9,1709487153,4
6718,824,7,mod_assign,submit,4,1709541523,4
6719,824,3,mod_book,view,36,1709185823,4
6720,824,2,mod_url,view,21,1709224261,4
6721,824,11,mod_assign,submit,6,1709497217,4
6722,824,8,mod_folder,view,120,1709038319,4
6723,824,5,mod_resource,view,61,1709087483,4
6724,824,11,mod_assign,submit,6,1709377396,4
6725,824,7,mod_assign,submit,4,1709511879,4
6726,824,12,mod_url,view,179,1709028598,4
6727,824,13,mod_assign,submit,7,1709365195,4
6728,829,13,mod_resource,view,184,1709207856,4
6729,829,2,mod_book,view,26,1709042526,4
6730,829,10,mod_lesson,view,136,1709432307,4
6731,829,11,mod_resource,view,164,1709394080,4
6732,829,12,mod_resource,view,166,1709036933,4
6733,829,10,mod_folder,view,138,1709507407,4
6734,829,8,mod_assign,submit,12,1709361311,4
6735,829,10,mod_folder,view,138,1709207704,4
6736,829,9,mod_book,view,134,1709152337,4
6737,829,7,mod_assign,submit,4,1709197842,4
6738,829,3,mod_book,view,36,1708994629,4
6739,829,12,mod_folder,view,169,1709509917,4
6740,854,13,mod_lesson,view,195,1709005958,4
6741,854,7,mod_url,view,95,1709110764,4
6742,854,2,mod_url,view,30,1709375844,4
6743,854,8,mod_book,view,106,1709036398,4
6744,871,3,mod_assign,submit,2,1709454437,4
6745,871,7,mod_resource,attempt,102,1709391722,4
6746,871,12,mod_folder,view,175,1709296349,4
6747,871,5,mod_resource,view,68,1709127900,4
6748,871,2,mod_book,view,26,1709050380,4
6749,871,5,mod_folder,attempt,73,1709058839,4
6750,871,12,mod_assign,submit,14,1709337454,4
6751,871,8,mod_assign,submit,12,1709597866,4
6752,871,3,mod_bigbluebuttonbn,view,34,1709519336,4
6753,871,12,mod_assign,submit,14,1709563112,4
6754,871,11,mod_page,view,162,1709269631,4
6755,871,7,mod_folder,view,96,1709172216,4
6756,871,1,mod_url,view,2,1709415677,4
6757,871,7,mod_bigbluebuttonbn,view,98,1709112891,4
6758,871,11,mod_resource,view,152,1709380282,4
6759,871,10,mod_bigbluebuttonbn,attempt,145,1709521326,4
6760,871,8,mod_resource,view,113,1709570722,4
6761,877,10,mod_bigbluebuttonbn,view,150,1709069094,4
6762,877,7,mod_bigbluebuttonbn,view,97,1709194724,4
6763,877,1,mod_page,view,3,1709018908,4
6764,877,8,mod_book,view,106,1709063190,4
6765,877,5,mod_page,view,72,1709057830,4
6766,877,10,mod_url,view,140,1709521598,4
6767,877,8,mod_folder,attempt,120,1709333497,4
6768,877,9,mod_resource,view,128,1709010760,4
6769,877,12,mod_resource,view,166,1709346505,4
6770,877,6,mod_book,view,89,1709547168,4
6771,877,8,mod_book,view,106,1709164782,4
6772,877,6,mod_book,attempt,77,1709015925,4
6773,877,1,mod_url,attempt,15,1709459713,4
6774,877,13,mod_assign,submit,7,1709296098,4
6775,877,4,mod_assign,submit,10,1709138486,4
6776,877,14,mod_lesson,view,204,1709381549,4
6777,902,8,mod_bigbluebuttonbn,view,119,1709178455,4
6778,902,4,mod_resource,attempt,56,1709256560,4
6779,902,6,mod_book,view,89,1709209061,4
6780,902,2,mod_resource,view,25,1709095145,4
6781,902,2,mod_assign,submit,9,1709029482,4
6782,902,9,mod_book,attempt,129,1709226242,4
6783,902,6,mod_resource,view,84,1709424087,4
6784,902,1,mod_assign,submit,1,1709229219,4
6785,902,3,mod_book,attempt,36,1709511331,4
6786,915,10,mod_lesson,view,148,1709349590,4
6787,915,7,mod_url,view,95,1709576405,4
6788,915,3,mod_folder,view,39,1709092279,4
6789,915,4,mod_page,view,60,1709467600,4
6790,915,13,mod_assign,submit,7,1709012802,4
6791,915,8,mod_bigbluebuttonbn,view,110,1709236097,4
6792,930,5,mod_assign,submit,3,1709535830,4
6793,930,8,mod_book,view,106,1709372914,4
6794,930,11,mod_resource,view,155,1709068044,4
6795,930,2,mod_url,attempt,27,1709480621,4
6796,930,9,mod_lesson,view,121,1709472066,4
6797,930,11,mod_resource,view,155,1709027711,4
6798,930,3,mod_book,view,44,1708988328,4
6799,930,14,mod_url,attempt,209,1709425370,4
6800,930,3,mod_bigbluebuttonbn,view,34,1709441612,4
6801,930,11,mod_assign,submit,6,1709401086,4
6802,930,6,mod_book,view,90,1709277980,4
6803,965,7,mod_resource,view,92,1709522059,4
6804,965,11,mod_resource,view,155,1709306768,4
6805,965,8,mod_lesson,view,114,1709508510,4
6806,965,6,mod_book,view,90,1709113624,4
6807,965,12,mod_resource,view,166,1709033775,4
6808,976,10,mod_assign,submit,13,1709226213,4
6809,976,8,mod_folder,view,120,1709055015,4
6810,976,13,mod_lesson,view,195,1709311263,4
6811,976,7,mod_assign,submit,4,1709428856,4
6812,976,1,mod_folder,view,6,1709369806,4
6813,976,10,mod_lesson,view,136,1709496341,4
6814,976,6,mod_resource,view,84,1709242045,4
6815,976,13,mod_resource,view,184,1709470332,4
6816,976,15,mod_resource,view,223,1709042441,4
6817,976,2,mod_page,attempt,16,1709027529,4
6818,977,11,mod_resource,view,157,1709294866,4
6819,977,4,mod_assign,submit,10,1709352805,4
6820,977,7,mod_bigbluebuttonbn,view,97,1709555315,4
6821,977,3,mod_bigbluebuttonbn,view,34,1709061938,4
6822,977,14,mod_lesson,view,204,1709157597,4
6823,977,11,mod_page,view,162,1709380113,4
6824,977,1,mod_folder,view,6,1709349950,4
6825,977,8,mod_assign,submit,12,1709461421,4
6826,977,11,mod_resource,view,157,1708996432,4
6827,977,6,mod_book,view,79,1709425159,4
6828,977,6,mod_book,view,79,1709301842,4
6829,977,6,mod_assign,submit,11,1709535030,4
6830,977,10,mod_assign,submit,13,1709558552,4
6831,977,9,mod_assign,submit,5,1709210383,4
6832,982,6,mod_page,view,81,1709267671,4
6833,982,6,mod_resource,view,84,1709350480,4
6834,982,6,mod_lesson,attempt,78,1709008496,4
6835,982,1,mod_page,view,4,1709168452,4
6836,982,6,mod_resource,view,84,1709579793,4
6837,982,15,mod_lesson,view,213,1709050650,4
6838,982,12,mod_bigbluebuttonbn,view,171,1709063976,4
6839,982,10,mod_page,view,137,1709141438,4
6840,982,12,mod_assign,submit,14,1709095845,4
6841,982,8,mod_folder,view,107,1709478482,4
6842,982,9,mod_assign,submit,5,1709546869,4
6843,982,2,mod_book,view,26,1709527491,4
6844,982,12,mod_folder,view,169,1709500852,4
6845,982,11,mod_resource,view,151,1709147683,4
6846,982,2,mod_url,attempt,30,1709011342,4
6847,982,6,mod_assign,submit,11,1709325226,4
6848,982,5,mod_assign,submit,3,1709213777,4
6849,982,7,mod_resource,view,102,1709470235,4
6850,982,3,mod_folder,attempt,39,1709515124,4
6851,982,7,mod_url,attempt,104,1708985367,4
6852,982,5,mod_bigbluebuttonbn,view,74,1709427636,4
6853,990,11,mod_assign,submit,6,1709483244,4
6854,990,3,mod_url,view,41,1709235003,4
6855,990,8,mod_lesson,attempt,108,1709467697,4
6856,990,14,mod_url,view,209,1709146916,4
6857,990,4,mod_lesson,view,55,1709258663,4
6858,990,10,mod_assign,submit,13,1709116946,4
6859,990,2,mod_resource,view,25,1709218161,4
6860,990,5,mod_assign,submit,3,1709389567,4
6861,990,5,mod_assign,submit,3,1709177062,4
6862,1010,1,mod_folder,view,6,1709127678,4
6863,1010,8,mod_lesson,view,108,1709520157,4
6864,1010,13,mod_url,view,185,1709337285,4
6865,1010,12,mod_assign,submit,14,1709275881,4
6866,1010,1,mod_lesson,view,11,1709401779,4
6867,1010,7,mod_url,view,99,1709470002,4
6868,1010,10,mod_url,view,141,1709226799,4
6869,1010,10,mod_assign,submit,13,1709091233,4
6870,1010,5,mod_bigbluebuttonbn,attempt,69,1709065034,4
6871,1010,1,mod_lesson,view,11,1709460026,4
6872,1010,5,mod_page,view,71,1709501218,4
6873,1010,6,mod_book,view,83,1709292137,4
6874,1010,3,mod_assign,submit,2,1709186518,4
6875,1010,13,mod_assign,submit,7,1709069010,4
6876,1010,13,mod_assign,submit,7,1709449412,4
6877,1010,6,mod_assign,submit,11,1709208457,4
6878,1010,2,mod_url,view,27,1709477905,4
6879,1017,14,mod_assign,submit,15,1709182630,4
6880,1017,12,mod_bigbluebuttonbn,view,171,1709334950,4
6881,1017,11,mod_resource,view,165,1709182973,4
6882,1017,2,mod_url,view,27,1709143363,4
6883,1017,11,mod_assign,submit,6,1708980397,4
6884,1017,13,mod_book,attempt,182,1709226126,4
6885,1017,7,mod_resource,view,92,1709223328,4
6886,1017,1,mod_lesson,view,8,1709454978,4
6887,1017,6,mod_book,attempt,77,1709022185,4
6888,1017,8,mod_bigbluebuttonbn,view,110,1709566465,4
6889,1017,11,mod_resource,view,152,1709500353,4
6890,1017,11,mod_resource,view,164,1709199094,4
6891,1039,6,mod_page,view,85,1709414796,4
6892,1039,15,mod_lesson,view,213,1709262386,4
6893,1039,3,mod_bigbluebuttonbn,view,34,1709039631,4
6894,1039,3,mod_book,view,36,1709122176,4
6895,1039,15,mod_url,attempt,214,1709590148,4
6896,1039,6,mod_lesson,view,78,1709579098,4
6897,1039,10,mod_page,view,137,1709308640,4
6898,1039,2,mod_bigbluebuttonbn,view,29,1709105175,4
6899,1039,12,mod_resource,view,167,1709383574,4
6900,1039,12,mod_url,view,179,1709511658,4
6901,1039,11,mod_url,view,154,1709016942,4
6902,1039,15,mod_url,view,214,1709209644,4
6903,1039,15,mod_assign,submit,8,1708983733,4
6904,1044,1,mod_url,view,2,1709372858,4
6905,1044,8,mod_resource,view,113,1709533832,4
6906,1044,8,mod_folder,view,120,1708967108,4
6907,1044,2,mod_assign,submit,9,1709593176,4
6908,1044,3,mod_url,view,37,1709539453,4
6909,1044,13,mod_lesson,view,195,1709035471,4
6910,1044,7,mod_bigbluebuttonbn,view,98,1709352313,4
6911,1044,3,mod_assign,submit,2,1709388698,4
6912,1049,13,mod_lesson,view,195,1709317507,4
6913,1049,5,mod_url,view,70,1709320585,4
6914,1049,6,mod_book,view,90,1708986353,4
6915,1049,8,mod_lesson,view,108,1709373498,4
6916,1049,11,mod_page,view,162,1709161298,4
6917,1049,9,mod_assign,submit,5,1708961509,4
6918,1049,2,mod_book,attempt,19,1709100247,4
6919,1049,1,mod_assign,submit,1,1709410073,4
6920,1049,3,mod_url,view,37,1709384790,4
6921,1051,1,mod_assign,submit,1,1709301962,4
6922,1051,10,mod_folder,view,143,1709535191,4
6923,1051,8,mod_bigbluebuttonbn,view,110,1709287943,4
6924,1060,15,mod_assign,submit,8,1709501727,4
6925,1060,5,mod_bigbluebuttonbn,view,74,1709134868,4
6926,1060,11,mod_bigbluebuttonbn,view,158,1709119832,4
6927,1060,5,mod_assign,submit,3,1708995144,4
6928,1060,15,mod_folder,view,220,1709098855,4
6929,1060,14,mod_lesson,view,204,1709373821,4
6930,1060,5,mod_folder,view,73,1709326644,4
6931,1060,3,mod_assign,submit,2,1709134438,4
6932,1060,13,mod_url,view,187,1709361613,4
6933,1060,8,mod_bigbluebuttonbn,view,110,1709309164,4
6934,1060,6,mod_book,view,90,1709336199,4
6935,1060,4,mod_page,view,57,1709313667,4
6936,1060,15,mod_folder,view,220,1709431815,4
6937,1060,12,mod_url,view,168,1709019980,4
6938,1060,10,mod_resource,view,139,1708999765,4
6939,1060,10,mod_folder,view,143,1709072588,4
6940,1062,5,mod_resource,view,68,1709123335,4
6941,1062,13,mod_page,view,194,1708954902,4
6942,1062,12,mod_url,view,170,1709577463,4
6943,1062,6,mod_resource,view,86,1709507011,4
6944,1062,14,mod_url,view,201,1708950087,4
6945,1066,15,mod_lesson,view,224,1709242408,4
6946,1066,6,mod_lesson,view,78,1709050995,4
